track_id,track_name,track_artist,track_preview
7iFygACK2vUHWzg4inuQZz,Oxes,"Noriel, Brytiago",https://p.scdn.co/mp3-preview/f08567ca477734818094bae9ce99e3543e9853d7?cid=42af1dc139184fc09475bdf54c5029cf
3lWcPFXacmDo3piquzSshF,Mi polola <3 (feat. Best),"Gino Mella, Jairo Vera, Brytiago, Best",https://p.scdn.co/mp3-preview/69d4bca6b00b81605b628496e1e92efbbdfb77e3?cid=42af1dc139184fc09475bdf54c5029cf
1thHX5yotz3YQD9IHhv4cG,Luna - (Remix),"Brytiago, Cosculluela, Justin Quiles",https://p.scdn.co/mp3-preview/c78816c401bf6f8055531eb6d2738b32b581a43d?cid=42af1dc139184fc09475bdf54c5029cf
2h5kMJFJeZghxhPF3TTsrj,Sicaria,"Brytiago, Ankhal, Luar La L",https://p.scdn.co/mp3-preview/740848be5728aec424066646af1dbba7361571e1?cid=42af1dc139184fc09475bdf54c5029cf
7tpeqecMwVxj1iQHDQt2TI,Mi Vicio - Remix,"Brytiago, Luar La L",https://p.scdn.co/mp3-preview/9a1a17562b326b4f5dde497e0ed08c5f7a6270a7?cid=42af1dc139184fc09475bdf54c5029cf
73jCuIwQZavaxgy7iCIIR3,Abuso,"Brytiago, Farruko, Lary Over",https://p.scdn.co/mp3-preview/5a7639e5bd0c562436baa767976896e0155268a3?cid=42af1dc139184fc09475bdf54c5029cf
4AKWHLChPxYdXAB2cHmZB7,Controla,"Brytiago, Anuel AA",https://p.scdn.co/mp3-preview/07aa9e68f1ff68d1614b46bd8794fedcb3371ea4?cid=42af1dc139184fc09475bdf54c5029cf
1iUqt8Auimxp7dMGL5u1oe,Pa Los Gustos Los Colores (feat. Omy de Oro & Nekxum) - Remix,"Javiielo, Brytiago, KHEA, Omy de Oro, Nekxum",https://p.scdn.co/mp3-preview/23f2bbf21381c4ffb50cdddb9999392b8a2d54ff?cid=42af1dc139184fc09475bdf54c5029cf
6pLcaMkr9zB9nVMqe7sToa,Sin Ti - Remix,"Jay Wheeler, DJ Nelson, Brytiago",https://p.scdn.co/mp3-preview/81be383a78774360c515a913ff8a9daa45a1efe7?cid=42af1dc139184fc09475bdf54c5029cf
6NwhP3tDNnqK5Zx9CJJHqs,Volver,"Ovi, Lenny Tavárez, Brytiago, Natanael Cano",https://p.scdn.co/mp3-preview/fe21f69c778281a4c8479bab28392b1742691e45?cid=42af1dc139184fc09475bdf54c5029cf
7zSYoPdSQmQ8PYckovk2Qj,Demonia Baila,"Jantony, Bad Bunny, Brytiago",https://p.scdn.co/mp3-preview/8b128b26fe96762bd0319e59be79d49e70ad81ac?cid=42af1dc139184fc09475bdf54c5029cf
6myYePkCSAiDUBJtNp4jVg,Luz Prendia - Reloaded,"J Alvarez, Brytiago",https://p.scdn.co/mp3-preview/f43f02c65ca886830d0a508702c42cc352274623?cid=42af1dc139184fc09475bdf54c5029cf
00bCuOWVyCGNFmBrTCWzPh,El Gatito de Mi Ex - Remix,"Benny Benni, Noriel, Brytiago, Gigolo Y La Exce, Darkiel, Pusho, Juhn, Pacho",https://p.scdn.co/mp3-preview/9b8e83dbe447433ac8b5d36ac548bcdfb44393f2?cid=42af1dc139184fc09475bdf54c5029cf
3vaFqgfXpwv4SKxiBJURgP,Deja Que Fluya,"Lary Over, Brytiago",https://p.scdn.co/mp3-preview/0632deb15c21db5be77e7bd6737e4e364a90549b?cid=42af1dc139184fc09475bdf54c5029cf
6QxjQa0Kdf7a1oRrGCQqEX,S.O.S.,"Brytiago, Polimá Westcoast",https://p.scdn.co/mp3-preview/87b8880edf0591c3c073d0472a7e7dff30419fe1?cid=42af1dc139184fc09475bdf54c5029cf
718jxqC24yJGWR7G3BxsdU,Dile A Tu Marido - Remix,"DM, Bryant Myers, Brytiago, Miky Woodz, Eloy, Juhn, Lary Over, Lyan",https://p.scdn.co/mp3-preview/217e8c2918ef224b86deb5d0540e14b420e21e83?cid=42af1dc139184fc09475bdf54c5029cf
592N8DGy8vv2I6VkQ7Wzy2,Tú Me Enamoraste,"Brytiago, Lary Over, Bryant Myers",https://p.scdn.co/mp3-preview/3aa2db99971294e319b6681711c65e7163e5534e?cid=42af1dc139184fc09475bdf54c5029cf
