track_id,track_name,track_artist,track_preview,mp3_file,MFCC_Vector
3GWUv0TDO5E3cHfsxYeptt,TOMMY & PAMELA,"Peso Pluma, Kenia OS",https://p.scdn.co/mp3-preview/6ebaa7e7801d8411d3a33700116be1bbd99144ae?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Narcan_Arcángel.mp3,"[-2.3293163e+01  7.9921539e+01  1.7094875e+01  5.8263330e+00
  1.8600800e+00 -5.5416164e+00  4.6561719e-03  5.1471634e+00
 -6.3741779e+00  7.7168670e+00 -2.1954110e+00  3.6810536e+00
  9.8702747e-01  1.5784914e+00 -3.4809279e+00  8.8293040e-01
 -3.5635095e+00 -7.1504915e-01 -2.8116920e+00  7.6156580e-01]"
5jFA0f4ZDGLbQP4nxzL8D4,HAY LUPITA,Lomiiel,https://p.scdn.co/mp3-preview/6812be2d3d1ea0b3cbfd22deb54f1c1c6951440d?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Cerveza_CorazonSerrano.mp3,"[-42.17807     80.28757     -6.746138    23.884954     1.0580393
  -5.6004434   10.5462055    2.4334438    1.2931957   10.329866
  -7.142804     3.972594     1.3124061   -2.0936072   -1.9998109
  10.6585045    0.5709491    8.706814     0.27039966   5.8054366 ]"
5xSt1wxZobFcLzHrFakv6z,COSAS QUE NO TE DIJE,SAIKO,https://p.scdn.co/mp3-preview/060e51689a399da0292b107cc68847ea3e4f7d23?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_EnemigosOcultos_OzunaWisinMykeTowersArcángelJuankaCosculluela.mp3,"[ -4.9509687   73.233116     0.81220293  19.112677   -10.890074
   7.873709     4.0291557    0.6994378    3.5067973    9.293508
  -0.903909    11.480284     2.1957855    5.198461    -2.863699
   3.1102333   -5.2728233   -3.7511399    1.1303806    3.9851975 ]"
5lCMDnVpGTuFC7YejgpTIF,WYA,"J Abdiel, iZaak",https://p.scdn.co/mp3-preview/fbae1025038b61417208fe8d9b17c4d5eb18b545?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_ElBolero_YamiSafdieMiloj.mp3,"[-154.63892     121.57149      24.60798      17.593204      1.4347502
    8.664724     -2.886392      7.539241    -16.566782      0.52205956
   -5.4556193    -8.857951      3.9425063   -12.980593     -0.56539214
   -4.8076334    -9.395976     -2.4902282    -5.40211      -4.5373135 ]"
5pVJ3IlnpIorU44oXizzG5,Orion,"Boza, ELENA ROSE",https://p.scdn.co/mp3-preview/300bd17aa48144ead47d3c29cbcdbf6ba98beead?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_BrindoConAgua_Aventura.mp3,"[-72.01892     87.83907      5.6661663   15.455777     6.0587397
  -1.5796375   -8.707839     7.464963   -13.938164     6.0287924
  -8.646519    -0.8381716   -0.88353634   0.7946613   -5.6954384
   2.0245125   -6.86401      2.678337    -2.3248227    4.8618636 ]"
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",https://p.scdn.co/mp3-preview/ccd8e8036aad50ed307d43ab5c193536938a98d4?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_LaTóxica_Farruko.mp3,"[-34.213173    72.64144    -30.992474     7.3169847  -16.288425
   7.49254     -7.705242     1.6546265    0.31605357  -0.5862401
   4.500227     5.0550947   -0.7947528    5.7579255   -1.953009
   4.658801    -9.013287     1.9957116   -5.5162024    2.3163025 ]"
2rnvFmtBu8L32HcFXgBf9F,"La Paso Cabrón (feat. Gigolo y La Exce, Falsetto y Sammy, Mike Duran & Baby Angel)","Trap Capos, Noriel, Gigolo Y La Exce, Sammy & Falsetto, Mike Duran, Baby Angel",https://p.scdn.co/mp3-preview/79c01c1e5c588b526bfce81158a65d07f9c3f627?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_NuncaMeAmo_JonZBabyRastaBoyWonderCF.mp3,"[-29.204157   95.606186    4.3604965  16.954361    3.6198888   3.7064521
  -3.3088024   5.596044   -4.779513    5.377241    2.3887086   8.312115
   0.3809288   1.7268445   2.3736691  -2.934569   -7.7048903   1.2907957
  -7.9323454   1.9691279]"
6d3q0F9VNtdxQUTVlRcet6,Querer Querernos,Canserbero,https://p.scdn.co/mp3-preview/7a46b5c7eb57a93c6fb578e56dad83d7b3ae9b6f?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_80s_JosueAlaniz.mp3,"[-5.71716690e+01  1.19250626e+02 -2.33722115e+00  1.69121761e+01
  1.45748463e+01  7.96943569e+00  1.46992755e+00  7.29254708e-02
  3.05302501e+00  2.81322932e+00 -3.62267041e+00  7.42840481e+00
 -9.44366932e+00  4.41632271e+00  2.51641607e+00  6.57732114e-02
  9.98643517e-01  1.86649489e+00 -6.03690922e-01  1.26049364e+00]"
5kCoykriGdZhWMlm9vrtQI,Toda - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",https://p.scdn.co/mp3-preview/51d496e8d53059179863411b06ed2431ca2be92a?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Adiós_GustavoCerati.mp3,"[  2.1372209 110.98965   -25.921177   30.800089    4.9676194   7.777672
  -1.1542251  13.95759    -3.4741127   3.9516132  -5.534791    1.2914073
  -3.027551   -0.824622   -4.0584135   1.4497236  -4.858358   -1.0764103
  -1.4003617   1.7225403]"
5XOz9c4Enw0fzyIFZRHds8,TRANKY FUNKY,Trueno,https://p.scdn.co/mp3-preview/143fe8a8c42c274a3eee7623aba12fe240e9c6fb?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_SevenfeatLattoExplicitVer_JungKookLatto.mp3,"[-12.69344    59.87483    -3.4114385   5.3082166  -5.2517686  -2.0712843
  -6.897363   -3.8066127  -6.490618   -4.204489  -10.009267   -2.1839104
  -9.35851    -1.1651419  -4.6452227  -6.466367   -6.3855085  -1.33971
  -9.355766   -2.2105792]"
79OU5n2Y8jMcWgYZJ2DhAd,Suano,"NTG, Amenazzy",https://p.scdn.co/mp3-preview/4df715d1fd647c19cc54cd43c3ece578f3c1592a?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Empty_OmarApollo.mp3,"[-188.24329     155.59268      12.905632     20.573166     11.207105
    8.737726     -1.963857      2.2866185   -10.126443      7.7612624
    1.8298372    -1.6799853     5.817256     -0.2878394    -2.6561923
   -3.8633964    -1.5417734     0.33709756   -3.3377223    -1.698397  ]"
4k0ieiGqa9HcHRwnzpvs1C,MUJER FINA,"Jere Klein, Lucky Brown, Adan La Amenaza",https://p.scdn.co/mp3-preview/b9b5c7dc0e022d09e53e3cf9b865201f1227eb55?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Perreo101_WisinYandel.mp3,"[-18.713379    86.872055    -3.2424722   15.547872     2.0583825
  17.983425     2.310059     6.457476     5.1495724   11.241247
   1.6413622   10.034563     0.25566572   3.2398064   -3.1987367
   1.7409452   -8.026564    -0.799461     1.591072     3.6766212 ]"
7BwTusOtnCb1TDnwfwqALe,Sussy,"Moffa, Manuel Turizo, Ñengo Flow",https://p.scdn.co/mp3-preview/dda64ee6f76d900fc7d777b284c028fb7d39735f?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_WOWBB_NATTINATASHAElAlfaChimbala.mp3,"[-20.409412    83.043495    -3.4090772    9.503566     9.4055605
   3.8316891    0.28883782   5.035793    -5.847059     5.1227913
  -0.72549003   8.128405    -1.2334604    9.497895    -4.231408
   2.9895878   -1.2561877    0.5855217   -3.8955376    0.98503894]"
1fTjqf10accJCDYstPwwZ6,Ohnana,Kapo,https://p.scdn.co/mp3-preview/f71b962af9adf9597e0a6446ce4291389d56be4c?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Caraluna_Bacilos.mp3,"[-40.969746   78.166336   23.580097   31.96406     9.862556    3.0520473
  -0.9498571   5.990603   -3.880947    4.259841   -3.8946357  -4.1643095
  -7.407935   -3.130912   -5.5621424  -1.1582954  -4.063666    1.5958761
  -6.0572166  -1.7491138]"
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,https://p.scdn.co/mp3-preview/2f10aa6bf08d7c4b1a7737c3accb9b738f885c73?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_HelicopterVideoEdit_MartinGarrixFirebeatz.mp3,"[-1.52771015e+01  8.80597916e+01 -6.01366401e-01  2.54349251e+01
 -1.35256135e+00  1.44159575e+01  1.80047536e+00  9.59371090e+00
  3.14259911e+00  1.09464598e+01  2.86624146e+00  5.33865738e+00
  6.33046627e-01  5.29987860e+00 -1.85965542e-02  5.65534973e+00
  1.32337272e+00  4.59210253e+00  1.07681584e+00  3.27219248e+00]"
0B4pPvg3BkxwfqleM2ZSWM,Chicokis,"Nicky Jam, Ryan Castro",https://p.scdn.co/mp3-preview/2e80775e8b90dc18187177d74c86df7536a60a42?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Frenteanosotros_LauraPausini.mp3,"[-86.57214    96.63671    -1.7598572  29.18699     0.7931441  -0.867708
  13.544629   -4.6933737   7.20373     7.063568   -4.9973097   6.5735254
  -6.671744    3.2809136  -8.298757   -5.240829    1.3064847   1.6577648
  -0.3092186  10.1032715]"
7IJph8SanpysMOFmXQCJth,Dime,"El Malilla, Maury",https://p.scdn.co/mp3-preview/4b18c205ce8f8c5f9218e49cd86b2c0d4cf891b7?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_EXPERIMENTO_MykeTowers.mp3,"[-39.446907    86.154526    -6.9185586   25.203545    12.681843
   9.912994     0.28118554  18.076118    -7.1146917    3.4000382
   3.034174    -1.0814867   -0.36601657   7.0722036   -3.7696853
   6.539283    -3.682654     2.1653054   -1.8370205   -0.7823883 ]"
4YnmQG1fnJR9LnTZtix70T,WYA REMIX RED,"J Abdiel, De La Rose, Yan Block, iZaak, Jay Wheeler",https://p.scdn.co/mp3-preview/5421a5574c5b523ca0df61f748d05d7e60dcac11?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Yeezy_AnuelAAÑengoFlow.mp3,"[-6.9062439e+01  8.0044128e+01  1.8345402e+01  1.2439543e+01
 -1.4353973e+01  1.4584253e+01 -7.9757919e+00  3.6064912e-02
 -8.3550062e+00  6.1141634e+00  2.6730456e+00  5.0410347e+00
  2.3038018e+00  6.2072968e+00 -4.8022690e+00  6.3349504e+00
  1.3431952e+00  6.3553724e+00 -5.3287029e-01  6.2530704e+00]"
5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,Cris Mj,https://p.scdn.co/mp3-preview/c01a8e149a7ff54d7744df4d21beae14c85326c7?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_IDontWanna_Aaliyah.mp3,"[-68.41893     69.43176     11.903964    13.682472    -0.3851889
  -3.8328662   -1.5691274  -10.063192    -2.6627414   -4.005523
 -11.665758    -3.6073163  -14.083746    -0.70182836 -10.521833
  -1.0946095   -7.22222     -1.1452477   -1.0743163    1.1998091 ]"
7Iai1m3Y4ZQBPaj1cwpSzy,Gangsters En La Disco,"Pirlo, Ovi, Blessd",https://p.scdn.co/mp3-preview/4a2dd518951b3a3e0c1642719e47aadb1ddfb0de?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_SimonSays_PharoaheMonch.mp3,"[-64.83966     84.3858     -36.34626     22.322786    20.575825
   4.246702     2.164379     2.395532    -1.9497923    3.7750726
  -3.409319    -0.87969226  -4.3313174    3.2103953   -8.223958
   4.6513767   -6.1190367   -3.1845684   -8.314985    -1.5508977 ]"
4yyCGGdTVaYG17vhsrUPoL,APAGA EL CEL,"FloyyMenor, Lewis Somes",https://p.scdn.co/mp3-preview/9b4df5d6e095927a0736cfc456885746165a00c0?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_FASHIONDILLER_TAICHUTiagoPZK.mp3,"[  4.0385885   74.414444   -12.77622      7.5856314   -2.8394115
   8.502777    -6.240513     4.4249964   -3.123679     7.069014
  -4.4359612    0.3785966   -7.0701303    0.71396816  -6.7999544
  -1.3374104   -7.3262267   -0.8304647   -5.397291     4.3495226 ]"
1pLCpA1RN8avJxSD3ZCwhj,Pa' Que La Pases Bien,Arcángel,https://p.scdn.co/mp3-preview/fcb25f9cdb6b0a1aa2cc56159554e7200039aac8?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_TenerloTodo_ArmeniaIrepelusa.mp3,"[-39.404984    97.62775     -9.704191    15.438864    12.017624
  10.438817    -2.1552315    7.366002     1.2690103    1.8569534
  -3.1603665    3.4382071   -2.227584     0.19941744  -2.3535705
   5.1773863   -0.43606338   6.63161      3.3431935    5.5231705 ]"
6RqD0fpAaKEZvQd0QrTj7j,Lo Que Tiene,"Morad, Beny Jr, Rvfv",https://p.scdn.co/mp3-preview/644997bbd24cea6833265f5d320e6a56c82d7f58?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_MOONLIGHTSUNRISEJonasBlueRemix_TWICEJonasBlue.mp3,"[-43.401367   84.63296     7.48423    12.819122    6.2823834   9.531003
   5.577012    8.649511    4.9379706  10.236073   -2.5437837   4.1967115
   0.3019759   5.5712976   3.645216    9.806725    5.7421775   8.6525545
   3.0752735   3.7989974]"
2ROQe6QkIXODJRx0y8UjzV,Delincuente,"Tokischa, Anuel AA, Ñengo Flow",https://p.scdn.co/mp3-preview/252a84447f968e980be6aee8e84098d9dab060ad?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_LaMejorVersióndeMi_JOHANARODRIGUEZ.mp3,"[ 1.3339755e+01  4.7452530e+01  4.0338087e+00  1.6500616e+01
  3.2256355e+00  4.6525650e+00  8.3870296e+00  1.3127442e-01
  1.7638355e+00  5.5788631e+00 -6.4076319e+00  2.9827119e-03
 -8.4725628e+00 -1.0550522e+00 -6.6649370e+00 -2.5609777e+00
 -5.2404981e+00  4.6284065e+00 -3.7752399e+00  2.6724672e+00]"
2ECSDcH0Fk1yRO5KkVZwKn,UN DESEO,"Mora, RaiNao",https://p.scdn.co/mp3-preview/db8f30c2e81e9f50abdf39a8166d958e403a59d8?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_MorfinafeatPalomaMami_PrinceRoycePalomaMami.mp3,"[-43.668465   88.17178    15.6528425  16.707174    2.0077806   0.8330162
  -4.9162397  -6.2825055   3.9627216  -2.7495236   2.2675586  -2.1238418
  -1.4198587   3.1695619  -4.722554    0.8004683  -6.6808386   3.8972306
  -4.150632    7.0751915]"
1UL2Sn9KX8StSDOp8ZEAOC,Mi Kryptonita,Doble ONE Flow Letal,https://p.scdn.co/mp3-preview/007819ead3248058e74b2a9b424aa804c090c29f?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Blue_AlanWalkerInaWroldsen.mp3,"[-1.9687719e+01  7.4714989e+01  1.1189028e+00  2.2117640e+01
  9.9882126e+00  1.3869098e+01  6.3899474e+00  6.8956861e+00
  1.8193703e+00  9.7190113e+00 -2.6586328e+00  7.3520684e+00
 -1.7384466e+00  7.0016990e+00 -9.0928650e-01  5.4940758e+00
 -6.0209654e-02  1.7738270e+00 -2.9778397e+00  2.2791696e+00]"
5oYVxFt2k4SkVp6wzVsFWN,"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa",https://p.scdn.co/mp3-preview/891b40d5ab7920c12641b865edd4aa796928feaa?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Bassline_Mantronix.mp3,"[-50.57737     47.342125    -6.7768784   18.742487    12.730189
   9.577196     0.99538404   9.194493    -6.6131043    3.797589
  -3.4165058    3.6432407    3.2038522    1.1723411   -0.974819
   5.9952774   -5.8528833    0.5311379   -1.4315531   -1.6883948 ]"
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,Bad Bunny,https://p.scdn.co/mp3-preview/b9b7e4c982b33ee23c4867f7a3025e3598c35760?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Kilimanjaro_TripulacióndeOsos.mp3,"[ -2.117518    95.72506    -24.958344    27.817898     2.9035192
  14.248143     1.3227187    9.206221    -0.5922394    8.781009
  -5.983608     3.9185395   -3.062243     0.98054904  -3.4510567
   0.3297575   -6.636458     1.4805748   -2.4806287    0.63942707]"
31WbqE7t7XT8U6GBq4BOtw,2012,"Ak4:20, J Alvarez",https://p.scdn.co/mp3-preview/01e48ee6c419df112c26dfebbe181c792e07a053?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_LaCosaMasBella_ErosRamazzotti.mp3,"[-35.587944    93.54668      3.2524407   20.551409     2.886993
  15.061277     1.3097022    5.775151     2.7758682    4.817826
  -1.9526215    2.7050834    0.8075024   -1.6934572   -0.40358934
   2.9420216   -5.7030954    1.5888652   -2.1921258   -2.4051552 ]"
5bi0gh89wRuH2OgjdAKFsb,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",https://p.scdn.co/mp3-preview/0f6ef71a778db3848bb186092bccd8f0290c10a0?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_badbyewitheAeon_RMeAeon.mp3,"[-28.575344   63.235573  -23.206715    2.4286149 -11.251623   -5.196413
 -12.604022   -4.1666155 -10.439805   -0.8140482  -6.9461884  -6.9538407
  -8.979995   -0.9328119  -6.555382   -0.6668314  -6.484042   -2.0997088
  -2.8750117   2.0177815]"
2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,"Mora, Jhayco",https://p.scdn.co/mp3-preview/390d56e1f341d4bef7b306fd426996c1d48a6b98?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_IWannaRock_TwistedSister.mp3,"[ 34.86917     65.2063     -20.575565    19.75666    -10.484564
  22.87281      6.087794    11.448284    -3.840098     5.58299
   1.3302453   -5.9548597  -10.229332    -0.27359152  -2.175706
   1.6077883   -7.2970505    0.20893288  -4.9417677   -8.325851  ]"
39L3LdlHS3gqB62HPWaJRg,NO ME QUIERO CASAR,Bad Bunny,https://p.scdn.co/mp3-preview/b70c6a8fbd92ae04aaf63b98541caff909204814?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_MakeItNow_OMI.mp3,"[-16.929516    74.1777      17.378826    25.165773     8.580272
  16.642925     0.40484405  16.326448     0.83945763  13.421499
   4.5177794    6.142338     5.029143     4.9277854    2.4026272
   6.5533304   -3.1798294    2.584032    -0.5705823    1.3967327 ]"
6ZOcbKub95XSDESsKKuH41,Desesperados,"Rauw Alejandro, Chencho Corleone",https://p.scdn.co/mp3-preview/e1c345a2f168b926696f449a7ca7c9e274c65721?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Telegrama_ZecaBaleiro.mp3,"[-64.211136   109.021805    -4.1747675   29.828278     9.059871
   9.578828    -0.1410385    6.346875    -8.364347     2.7983282
  -4.6469812    3.2997048   -0.73733556   0.311673    -4.615113
   0.8753489   -5.2632413   -3.5212638   -1.2295614   -3.855267  ]"
4f5Bw7pvjyCW5mEeyyoKve,Ganas,Maikel Delacalle,https://p.scdn.co/mp3-preview/870e23b4fb853bd851dc121d7a2ccc758d82f2ae?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_LilBooThang_PaulRussell.mp3,"[-11.190095   85.77543     6.8363023  14.259369   12.147974   11.360102
  -0.7489604   6.6684127  -2.8223681   6.973853    0.3369457   7.7327375
   1.1134491   4.8928614  -2.1623445   2.7691703  -5.037056    1.8231983
  -1.9431934  -1.3178198]"
0W3TCDzYM7xFrZSaXnQvs4,CÓMO CHILLA ELLA,"YSY A, SPONSOR DIOS, Evlay",https://p.scdn.co/mp3-preview/337b98da3a4056883d1969285156240bcb7883ab?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_RideIt_Regard.mp3,"[-54.928944    84.740845    22.035294    30.55831      6.777194
  13.445044    -8.136421     6.56566      0.51974356   3.6344628
  -1.3341887    2.766183    -0.9338337    0.9687103   -4.6128874
   3.4886456   -5.0716667   -1.8926948   -3.2609038   -2.1230989 ]"
6wZJCPyhix2WOglxGWlIfb,THE ROOF IS ON FIRE,Trueno,https://p.scdn.co/mp3-preview/cbc60b4815e81b68abe9948da679056be01d7a14?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_LosUltimosSonLosPrimeros_HERNANTREJO.mp3,"[-44.10574     99.6428      -3.6136665    9.752459    12.219386
  19.379276    -4.794221     5.5241904   -2.6600184    0.40325958
   6.0598326   11.924459     3.0789404    2.9773912   -0.7907328
   9.852307    -3.7545745    1.3407098    0.59196246   2.6765685 ]"
3ng8tfwvzR4BBwa9yaMms6,BADGYAL,"SAIKO, JC Reyes, Dei V",https://p.scdn.co/mp3-preview/a597d487ae8c66e58661a06e20acc7bb4797cee0?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Naked_JamesArthur.mp3,"[-11.681612   92.85049    -1.3636925  23.336384    2.9037678  20.847927
  -8.64089    14.355824   -3.818213    9.022485    2.1502366   2.292638
   5.1761374  -2.8299623   7.513354   -0.9879177   2.0042224   4.9756765
   3.4971294   3.9414608]"
2dcFfC6dq4E7jlaSzM6agR,Diabólica,"Cris Mj, Dei V",https://p.scdn.co/mp3-preview/17b728763353d49a8887a3f8d5ba8816f75038f3?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_BabyDontStop_NCTNCTU.mp3,"[-34.30909     85.37763      3.1215904   21.340517    10.906542
  13.198441     5.1253543    7.9985414    4.5311975    8.278906
   2.4211566    5.384412    -0.14636354   4.352798     0.5722878
   2.509       -1.6826328    4.624655     0.48406878   5.9311433 ]"
5tikPg9QkVfGtstjTUb5dB,Martini,Dei V,https://p.scdn.co/mp3-preview/2af21cf92bd6772fa9af9061a24530f240729e3b?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_RunAwayfeatBrysonTiller_ChrisBrownBrysonTiller.mp3,"[-53.51841     63.721485    21.499378    21.85462     12.466746
   8.376428     0.21338673   9.361859    -7.265307    15.079681
  -1.1090561    0.07605477   2.947578    -1.596691    -4.0347595
   1.0920467   -5.692644     0.6053997   -6.9347467    3.4695504 ]"
1S3SAFqLBWk3HaR5UyXp43,Guay,"Ozuna, Bad Gyal",https://p.scdn.co/mp3-preview/727f106417863a54f531aed9136be11ad46ca67a?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Turbulencia_JayWheeler.mp3,"[-58.91686    131.8925     -27.003119     5.9634333  -13.598676
   9.861397   -12.917398     4.4352465   -6.4561906    7.323082
   3.0148835   -2.2591295    1.5176034    4.1870084   -0.44402617
   3.6628723    0.91058314  -4.237822     1.2331603   -5.228261  ]"
6XjDF6nds4DE2BBbagZol6,Gata Only,"FloyyMenor, Cris Mj",https://p.scdn.co/mp3-preview/12ae7f061a9da14a7c1e6a3e21de68365697efe8?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_HellofromSEVENTEEN_SEVENTEEN.mp3,"[-129.25021    121.350784   -37.496933    -3.7241638  -25.377953
  -10.063612   -19.6326     -11.63418    -23.220673    -8.209914
  -13.351166    -5.6188955   -8.482466    -8.962308   -13.696078
   -6.0900373  -15.150522    -9.459848    -8.341707   -10.288121 ]"
4mnpgUTLYMs3XFpqTWxVyA,Gitana (feat. Bryartz),"Pablo Chill-E, Bryartz",https://p.scdn.co/mp3-preview/b92acfb1f956f478b64723167d7411223580acd7?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Mónaco_LAGOSDannyOcean.mp3,"[-4.2661905  95.918274   13.053202   22.462997    5.32074    10.450952
 -0.49283743  3.6657944   1.1729854   7.4601464  -1.2535384   7.319771
 -2.2548401   6.257018   -3.107518    3.9007213  -3.9609833   0.9885925
 -1.0146625   4.8255873 ]"
1mAUVEQWn2PRxWnRhQreBo,CRUSH,"Sky Rompiendo, Dei V",https://p.scdn.co/mp3-preview/c9365da93fcbd2f3182679fa82035257c9f887e4?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_TalkAboutIt_MikePerryHotShade.mp3,"[-5.31077881e+01  1.08669754e+02  4.78719664e+00  2.65655098e+01
  1.47933531e+01  1.39626560e+01  1.65462995e+00  1.52359924e+01
  1.77790987e+00  2.88755417e+00  2.17411447e+00  5.14822054e+00
  8.57625008e-02  4.33238888e+00 -1.55214429e+00  3.62583923e+00
 -4.94657421e+00  2.39232397e+00  2.51407444e-01  3.19590330e+00]"
0LZy30mVmxqUpdQmaXKXBd,ADIVINO,"Myke Towers, Bad Bunny",https://p.scdn.co/mp3-preview/9342664668742f1fdf59b7beee2b54dc8fecaada?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_VivimoCaroRemix_JoseReyesArcángelEladioCarrionJonZDuki.mp3,"[-23.97367     94.49375     -5.923292    17.480919     7.594512
  -4.053955     1.8772719   18.653866   -11.067612    12.478495
   5.885959     2.5838492   10.3069515    5.807843    -0.22070833
  13.849081     0.4180166    6.2672725    5.305121     7.7522764 ]"
7s4emXHJwAuo5VvGBXmnBL,offline,"Young Miko, Feid",https://p.scdn.co/mp3-preview/b9510ef049d747d0789694f43970e171c16ad260?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Grapevine_Tiësto.mp3,"[-39.10792     97.02328     -0.6129255   26.251278     6.3835754
  20.948236     3.3660684   10.290631    -0.23518746  11.745031
  -0.56266195   3.0951529    0.9492114    5.910543     3.107256
   7.4966674   -5.3357215    5.2352095   -1.4130552    4.8109474 ]"
41oY4WCTj5kccfesTVFnvN,Tarot,"Bad Bunny, Jhayco",https://p.scdn.co/mp3-preview/bc4364a892df4b7855e9211304773819f514c301?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_TuDespertador_AndrésCepedaReik.mp3,"[-10.116694   74.70088    17.192518   17.476955   15.529218    4.742859
   0.438157   14.29462     0.40211     9.470308    5.4937625   6.73113
   3.5638459   1.6248165  -1.4966778   3.3444107  -1.8172772   6.071469
   1.6380141   4.025576 ]"
1O1VvCshhDw3XIOOcfLziL,La Vida Sin Ti,"Rels B, Lia Kali",https://p.scdn.co/mp3-preview/da0ab1d87af25f06184c1315eac29fbe334e2e22?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_moonchild_RM.mp3,"[-15.0683775  75.7455     -4.433369    6.6235886   1.0914252   7.155221
  -8.767576    9.458487   -1.2244217   2.5669365  -2.0285196   6.379286
  -2.3913035   5.8289633   1.4600923   5.8088007   0.9926216   3.3677108
   3.6962929   3.6439557]"
1aA5nyIIkH8lmy8iMXy1ZQ,PUEBLO DE MEDALLO,"Ryan Castro, Arcángel",https://p.scdn.co/mp3-preview/d8e5612011778b493c8ba55d5df9e33f0afed8b4?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_ALongWalk2020Remastered_JillScott.mp3,"[-86.1478      83.441635    31.86919     32.273643    22.32194
  10.946394    10.991278     6.3675795   -0.22549649  12.034187
  -9.215427     3.1816263    1.4308329    5.7119484    7.5461397
   5.8580656    2.9284928    4.547526    -4.790112     0.13010196]"
0w5lDKKX6YvfAXrytalvpR,Detrás del DJ,Rels B,https://p.scdn.co/mp3-preview/642d47e9d6dd8558a4725e58ecb8691f89dc277b?cid=42af1dc139184fc09475bdf54c5029cf,downloaded_audio\_Alone_Marshmello.mp3,"[25.535864  48.369244  13.443952  29.889124   7.37715   11.019342
  2.1800158 11.981148  -5.878521   6.3038588 -6.0648704  4.8543005
 -3.8193192 -1.4505622 -6.0641007 -4.6765285 -5.1316338  4.2551317
  1.7335014  5.335335 ]"
